,Temperature_C,Rainfall_mm,WindSpeed_m_s,SolarRadiation_MJ_m2,Humidity_percent
2017-09-27,26.95,0.04,1.87,7.17,46.45
2017-09-28,26.87,0.1,2.28,6.8693,50.0
2017-09-29,27.02,0.22,2.48,5.4689,51.66
2017-09-30,26.46,0.14,2.47,5.3611,49.29
2017-10-01,26.75,0.27,2.38,5.341,50.17
2017-10-02,26.57,0.02,1.98,7.0454,45.68
2017-10-03,26.59,0.01,1.73,6.9182,46.21
2017-10-04,26.6,0.01,1.76,7.4191,44.31
2017-10-05,27.36,0.09,2.01,7.2305,51.42
2017-10-06,27.27,0.01,1.94,7.2677,46.75
2017-10-07,27.0,0.02,1.98,6.5177,49.0
2017-10-08,26.68,1.89,1.72,6.7558,52.54
2017-10-09,26.85,1.05,1.56,6.3571,54.27
2017-10-10,27.79,0.82,1.47,6.8138,47.25
2017-10-11,28.05,0.72,1.38,6.2378,47.8
2017-10-12,27.7,8.11,1.26,6.1378,52.68
2017-10-13,27.23,2.6,0.85,6.0698,59.8
2017-10-14,26.84,1.11,1.58,5.4826,49.46
2017-10-15,26.99,0.14,1.47,5.3112,50.77
2017-10-16,27.61,0.09,1.26,5.8668,47.44
2017-10-17,29.11,0.04,1.16,5.6902,42.03
2017-10-18,28.71,0.27,1.27,5.9033,46.26
2017-10-19,25.6,6.7,1.27,5.269,66.67
2017-10-20,26.01,5.98,1.29,4.909,68.68
2017-10-21,25.84,1.29,1.57,3.7464,61.95
2017-10-22,26.38,0.05,1.55,7.5346,49.98
2017-10-23,27.42,0.68,1.53,5.5502,52.55
2017-10-24,28.21,0.8,1.65,6.0262,49.95
2017-10-25,26.54,9.08,1.56,4.6567,66.94
2017-10-26,25.19,9.42,1.13,4.7266,72.85
2017-10-27,25.58,3.56,0.96,5.8068,70.53
2017-10-28,25.83,5.28,0.97,5.8512,67.15
2017-10-29,25.15,9.03,1.18,5.6551,69.59
2017-10-30,25.74,0.52,1.32,5.6606,60.29
2017-10-31,26.19,0.26,1.27,6.8309,55.41
2017-11-01,25.99,0.98,1.32,6.551,59.56
2017-11-02,25.38,3.94,1.47,4.3061,67.73
2017-11-03,25.09,4.14,1.27,5.3762,69.69
2017-11-04,25.68,4.97,1.3,5.8654,69.79
2017-11-05,25.1,6.23,1.31,4.3068,68.29
2017-11-06,24.74,5.85,0.95,4.3908,70.04
2017-11-07,24.33,25.8,0.69,4.6378,76.13
2017-11-08,23.74,20.29,0.67,4.8394,82.21
2017-11-09,24.26,9.04,0.65,5.3815,81.41
2017-11-10,24.0,17.64,0.65,5.6808,82.65
2017-11-11,24.26,1.2,0.67,5.861,77.77
2017-11-12,24.74,1.78,0.7,5.6419,74.97
2017-11-13,24.83,2.66,0.6,5.5142,74.75
2017-11-14,24.4,8.12,0.63,4.9387,79.43
2017-11-15,23.82,3.7,0.57,6.1044,78.98
2017-11-16,24.36,1.32,0.55,6.3319,72.36
2017-11-17,25.0,0.21,0.65,5.3304,69.77
2017-11-18,25.06,0.48,0.67,5.2692,70.05
2017-11-19,24.88,0.88,0.65,5.6453,71.12
2017-11-20,24.66,0.47,0.6,5.7862,67.67
2017-11-21,24.88,0.04,0.59,6.1363,60.92
2017-11-22,25.13,0.67,0.62,5.4535,64.24
2017-11-23,25.53,0.52,0.63,5.8044,66.68
2017-11-24,25.06,2.82,0.69,5.6971,69.86
2017-11-25,25.06,1.23,0.65,5.4595,69.43
2017-11-26,25.63,0.45,0.61,6.1966,64.3
2017-11-27,24.75,0.49,0.57,6.1142,64.94
2017-11-28,25.7,1.6,0.6,5.9417,64.11
2017-11-29,26.14,1.4,0.59,6.2189,63.89
2017-11-30,25.45,1.51,0.65,4.8845,68.23
2017-12-01,25.55,0.19,0.57,6.7243,62.4
2017-12-02,25.92,0.09,0.59,6.9576,57.3
2017-12-03,25.98,0.06,0.54,6.3168,60.14
2017-12-04,25.76,0.51,0.55,6.1409,59.97
2017-12-05,25.48,1.67,0.5,5.801,61.33
2017-12-06,25.09,1.05,0.58,5.3124,62.92
2017-12-07,25.41,3.1,0.56,5.5102,65.74
2017-12-08,25.43,1.42,0.56,4.4866,65.44
2017-12-09,24.01,4.55,0.62,5.2896,65.72
2017-12-10,24.21,0.1,0.63,6.9007,53.47
2017-12-11,24.24,3.29,0.55,6.0578,66.45
2017-12-12,25.02,0.15,0.51,6.7147,56.29
2017-12-13,24.95,0.0,0.59,6.7534,55.65
2017-12-14,25.84,0.0,0.54,6.1159,52.1
2017-12-15,27.16,0.0,0.52,6.1706,53.96
2017-12-16,27.3,0.0,0.58,6.7318,54.18
2017-12-17,26.36,0.25,0.64,5.683,57.42
2017-12-18,25.66,3.17,0.6,5.5303,63.45
2017-12-19,25.27,1.27,0.65,4.386,64.7
2017-12-20,24.75,0.15,0.62,5.7701,57.23
2017-12-21,25.14,0.03,0.65,6.4471,47.42
2017-12-22,25.45,0.0,0.63,6.0425,48.12
2017-12-23,25.85,0.0,0.69,6.5261,47.29
2017-12-24,25.78,0.0,0.65,6.8719,44.88
2017-12-25,26.3,0.0,0.66,6.2503,43.27
2017-12-26,26.21,0.0,0.63,6.4517,46.12
2017-12-27,25.85,0.0,0.66,7.0337,47.55
2017-12-28,25.97,0.02,0.61,7.0248,49.42
2017-12-29,25.93,0.04,0.66,6.7642,51.25
2017-12-30,26.15,0.05,0.63,6.7997,46.49
2017-12-31,25.21,0.0,0.61,6.8683,47.4
2018-01-01,25.99,0.0,0.61,6.9516,42.64
2018-01-02,26.53,0.05,0.61,5.7689,44.88
2018-01-03,27.53,0.32,0.59,4.7621,44.63
2018-01-04,26.67,0.04,0.64,4.6678,43.63
2018-01-05,26.3,0.0,0.66,5.4677,42.03
2018-01-06,25.78,0.03,0.69,5.8147,46.38
2018-01-07,26.23,0.01,0.76,6.4469,41.6
2018-01-08,26.37,0.0,0.66,6.9142,40.87
2018-01-09,25.92,0.01,0.62,6.3173,44.26
2018-01-10,25.9,0.05,0.65,4.9603,46.39
2018-01-11,25.48,0.15,0.66,4.945,42.97
2018-01-12,24.73,0.06,0.67,5.2685,45.97
2018-01-13,24.27,0.01,0.73,6.155,39.57
2018-01-14,25.01,0.0,0.75,7.3565,32.79
2018-01-15,25.38,0.0,0.73,7.0752,33.2
2018-01-16,26.01,0.0,0.71,6.9014,40.53
2018-01-17,26.32,0.06,0.67,6.8837,46.71
2018-01-18,26.88,0.02,0.72,6.9278,48.31
2018-01-19,26.46,0.17,0.65,6.1435,52.81
2018-01-20,26.33,0.14,0.72,6.1723,54.15
2018-01-21,25.94,0.01,0.71,7.1422,45.85
2018-01-22,25.95,0.14,0.75,7.0322,45.53
2018-01-23,25.51,0.05,0.71,7.3253,48.98
2018-01-24,25.87,0.32,0.69,6.7531,51.56
2018-01-25,27.11,0.79,0.55,6.3264,49.48
2018-01-26,27.92,0.57,0.67,6.4642,47.85
2018-01-27,26.9,0.04,0.71,6.8184,48.84
2018-01-28,26.43,0.0,0.68,7.1719,47.75
2018-01-29,27.28,0.0,0.75,7.4515,40.3
2018-01-30,26.84,0.01,0.72,6.7222,42.02
2018-01-31,26.84,0.01,0.86,6.2134,45.8
2018-02-01,26.78,0.01,0.81,6.839,52.09
2018-02-02,26.14,0.01,0.77,6.9816,55.95
2018-02-03,26.73,0.0,0.74,7.3219,50.66
2018-02-04,26.59,0.0,0.83,7.1316,51.48
2018-02-05,26.54,1.51,0.82,5.7403,52.92
2018-02-06,26.39,0.19,0.83,5.8973,48.58
2018-02-07,25.28,0.03,0.87,7.3716,38.89
2018-02-08,24.51,0.0,0.79,7.554,38.93
2018-02-09,25.49,0.0,0.8,7.3526,42.02
2018-02-10,26.6,0.03,0.91,7.1798,47.43
2018-02-11,26.41,0.29,0.94,6.1462,55.64
2018-02-12,26.6,0.01,0.98,6.2554,46.79
2018-02-13,27.06,0.09,1.06,6.5806,43.83
2018-02-14,27.5,0.46,1.11,6.2129,52.7
2018-02-15,27.53,0.09,1.1,6.3511,51.94
2018-02-16,27.33,0.23,0.95,7.0219,50.8
2018-02-17,27.26,0.02,1.03,5.9059,49.39
2018-02-18,27.56,0.04,0.96,6.0857,49.57
2018-02-19,28.46,0.16,1.05,6.2117,47.92
2018-02-20,28.61,0.18,1.1,6.0329,45.67
2018-02-21,29.29,0.01,0.93,6.8882,42.66
2018-02-22,28.8,0.03,1.02,6.4253,46.24
2018-02-23,28.29,0.03,0.86,7.3183,45.4
2018-02-24,28.57,0.03,1.02,7.3164,48.37
2018-02-25,29.66,0.02,1.04,7.2602,46.43
2018-02-26,29.07,0.0,0.89,7.3118,41.79
2018-02-27,28.98,0.02,1.07,6.8782,42.91
2018-02-28,27.67,0.13,0.79,6.4042,48.94
2018-03-01,27.72,2.84,0.73,5.6498,56.04
2018-03-02,24.24,24.64,0.5,3.8054,77.8
2018-03-03,24.18,8.1,0.73,4.747,76.4
2018-03-04,23.07,9.18,0.7,2.9774,80.63
2018-03-05,24.14,7.54,0.86,3.6828,73.17
2018-03-06,25.54,0.76,0.81,5.0767,66.12
2018-03-07,26.62,0.84,0.72,6.4562,62.97
2018-03-08,26.69,1.15,0.82,6.2791,59.28
2018-03-09,27.3,0.1,0.84,6.4447,54.25
2018-03-10,26.96,0.05,0.89,6.7884,51.06
2018-03-11,26.64,0.33,0.81,5.6947,55.8
2018-03-12,26.65,0.7,0.93,4.471,60.53
2018-03-13,26.15,2.79,0.85,3.1558,67.18
2018-03-14,26.61,1.63,0.72,4.9966,65.78
2018-03-15,23.78,29.02,0.95,3.324,82.38
2018-03-16,24.36,2.51,0.48,3.3502,70.68
2018-03-17,26.52,12.51,0.68,5.4686,65.77
2018-03-18,26.87,1.16,0.83,5.365,63.32
2018-03-19,25.14,6.05,0.82,3.3634,74.36
2018-03-20,24.03,27.87,0.95,4.6234,81.69
2018-03-21,24.4,7.87,0.84,4.9474,80.56
2018-03-22,25.0,0.22,1.01,5.9772,69.55
2018-03-23,25.74,0.07,0.89,7.0891,62.92
2018-03-24,26.07,0.3,1.02,6.8203,64.37
2018-03-25,24.25,2.83,0.88,5.3518,77.24
2018-03-26,25.35,2.07,0.84,5.1576,73.64
2018-03-27,25.11,5.45,1.01,5.1178,75.98
2018-03-28,25.11,4.83,1.0,4.8605,74.57
2018-03-29,24.97,4.01,0.81,5.3285,74.27
2018-03-30,24.92,0.58,0.88,4.7962,71.16
2018-03-31,25.08,0.46,0.81,5.4288,68.63
2018-04-01,25.95,1.05,0.86,5.4905,64.77
2018-04-02,26.0,1.34,1.12,4.0433,64.63
2018-04-03,26.16,2.24,1.07,4.3013,65.17
2018-04-04,24.63,31.39,0.81,5.1192,75.74
2018-04-05,24.72,10.75,0.9,5.4538,73.21
2018-04-06,25.03,5.15,0.84,5.6722,73.39
2018-04-07,25.15,7.34,1.02,6.0259,73.92
2018-04-08,24.56,4.73,0.82,5.1142,73.99
2018-04-09,24.55,3.31,0.74,5.9076,74.15
2018-04-10,25.43,2.99,0.79,6.4726,70.87
2018-04-11,24.8,8.9,0.92,5.1074,77.1
2018-04-12,23.7,10.15,0.61,5.1374,82.54
2018-04-13,23.46,5.92,0.77,5.6304,82.45
2018-04-14,24.06,1.94,0.94,4.4448,78.09
2018-04-15,24.13,41.88,0.56,4.8238,78.55
2018-04-16,23.49,14.64,0.5,4.7311,84.24
2018-04-17,23.67,42.26,0.43,4.4107,83.46
2018-04-18,23.06,10.71,0.48,4.9675,85.66
2018-04-19,22.57,12.67,0.39,5.2034,90.16
2018-04-20,22.71,11.71,0.42,4.896,86.89
2018-04-21,23.76,20.58,0.62,3.852,85.0
2018-04-22,23.36,10.02,0.7,3.3523,85.03
2018-04-23,23.06,38.15,0.46,5.261,91.67
2018-04-24,24.12,14.46,0.92,4.1294,80.88
2018-04-25,23.8,1.18,0.9,4.4851,80.51
2018-04-26,24.18,2.42,0.97,5.1989,79.69
2018-04-27,23.4,14.22,1.05,4.6884,81.1
2018-04-28,23.65,3.63,1.13,4.9807,80.93
2018-04-29,23.63,1.11,1.14,4.8974,78.86
2018-04-30,23.25,14.07,1.14,4.9063,81.34
2018-05-01,23.01,32.52,1.27,4.6894,82.62
2018-05-02,22.38,1.52,1.16,4.7969,76.56
2018-05-03,23.37,0.32,1.05,5.6189,74.74
2018-05-04,23.24,0.25,1.05,6.1826,78.42
2018-05-05,23.59,3.82,1.07,4.9092,80.63
2018-05-06,23.53,2.19,1.03,6.0442,80.98
2018-05-07,23.35,1.29,1.03,4.6524,83.08
2018-05-08,23.63,1.13,1.09,5.4166,79.7
2018-05-09,23.76,0.49,0.97,5.093,77.79
2018-05-10,23.96,8.78,1.02,5.5579,79.38
2018-05-11,22.77,4.13,1.07,4.5024,86.23
2018-05-12,24.32,0.62,0.9,6.4565,76.65
2018-05-13,24.87,0.97,0.91,5.9098,77.54
2018-05-14,24.47,5.23,0.95,6.4315,80.0
2018-05-15,23.98,0.52,1.02,5.9246,75.31
2018-05-16,23.69,0.32,0.91,5.3714,78.53
2018-05-17,23.99,0.26,1.03,5.2399,75.53
2018-05-18,22.64,0.39,0.77,5.3988,76.46
2018-05-19,22.26,0.77,0.89,4.7069,72.83
2018-05-20,23.16,4.39,0.86,3.3763,73.83
2018-05-21,23.49,6.35,1.14,3.5026,78.68
2018-05-22,22.9,5.12,1.14,3.1704,78.09
2018-05-23,23.37,1.75,0.99,4.4858,75.21
2018-05-24,23.85,1.53,1.01,5.2162,72.81
2018-05-25,23.89,2.23,0.98,5.1312,74.67
2018-05-26,23.72,1.86,1.12,5.4007,75.76
2018-05-27,23.72,0.81,1.22,5.4427,75.03
2018-05-28,23.32,0.13,1.08,6.511,69.05
2018-05-29,22.85,0.02,0.98,6.3653,69.82
2018-05-30,23.89,0.01,0.8,6.365,71.26
2018-05-31,23.68,0.41,0.98,4.8929,76.04
2018-06-01,24.57,0.17,1.01,5.1468,74.1
2018-06-02,24.65,0.23,1.09,4.8408,73.17
2018-06-03,23.94,0.38,1.13,3.9218,72.47
2018-06-04,21.76,1.15,0.98,2.5591,82.12
2018-06-05,20.54,9.93,0.85,2.8361,83.0
2018-06-06,21.24,2.7,0.9,2.8217,77.56
2018-06-07,21.16,0.28,1.0,2.8728,73.32
2018-06-08,21.41,0.13,0.94,4.2895,71.99
2018-06-09,21.62,0.2,0.85,3.7457,71.87
2018-06-10,21.62,0.05,0.94,4.0843,69.36
2018-06-11,21.71,0.01,1.02,6.1118,65.99
2018-06-12,23.3,0.17,1.38,5.2555,71.1
2018-06-13,22.73,0.39,1.23,4.8077,74.8
2018-06-14,22.9,0.13,1.17,3.9235,70.77
2018-06-15,22.98,0.19,0.97,4.1352,70.07
2018-06-16,23.11,0.32,1.11,3.2748,70.86
2018-06-17,23.07,0.28,1.1,2.9542,70.27
2018-06-18,22.62,0.31,1.17,3.5213,70.95
2018-06-19,22.72,0.17,1.26,3.5006,69.63
2018-06-20,23.53,0.04,1.07,5.0681,65.9
2018-06-21,23.83,0.08,1.27,5.0486,68.31
2018-06-22,23.7,0.6,1.41,5.7677,69.71
2018-06-23,23.44,0.64,1.24,4.7966,69.47
2018-06-24,22.39,1.42,1.02,3.6144,74.87
2018-06-25,21.43,2.39,1.19,3.2244,71.72
2018-06-26,22.77,0.52,1.43,3.7272,70.85
2018-06-27,22.53,0.25,1.29,4.6087,64.95
2018-06-28,23.19,0.07,1.23,5.9246,64.48
2018-06-29,23.13,0.56,1.36,3.8383,71.78
2018-06-30,23.3,0.81,1.4,4.5353,69.88
2018-07-01,23.09,0.72,1.48,4.7393,69.54
2018-07-02,22.34,0.99,1.39,3.3043,72.18
2018-07-03,22.88,2.0,1.64,3.6547,72.69
2018-07-04,22.26,1.64,1.81,2.6124,70.98
2018-07-05,22.63,0.4,1.73,4.3608,62.49
2018-07-06,22.8,0.09,1.64,4.8564,58.71
2018-07-07,22.95,0.11,1.72,4.9207,62.28
2018-07-08,22.9,0.14,1.7,4.3579,62.61
2018-07-09,22.84,0.43,1.5,4.1018,64.85
2018-07-10,23.36,0.2,1.71,3.1404,64.09
2018-07-11,22.59,0.72,1.65,2.9774,65.95
2018-07-12,22.82,0.28,1.59,3.4486,65.24
2018-07-13,23.11,0.51,1.69,2.9383,65.71
2018-07-14,22.62,0.42,1.72,2.8296,64.87
2018-07-15,22.82,0.09,1.75,3.0024,63.95
2018-07-16,22.68,0.06,1.88,5.5644,61.7
2018-07-17,22.92,0.03,1.62,6.3408,59.33
2018-07-18,22.45,0.04,1.65,3.8837,56.88
2018-07-19,22.75,0.08,1.73,3.8472,58.76
2018-07-20,22.8,0.15,1.95,3.4423,61.65
2018-07-21,22.5,0.54,2.18,3.3857,63.28
2018-07-22,22.87,0.12,2.26,4.2276,60.64
2018-07-23,22.4,0.09,2.16,3.5009,61.09
2018-07-24,22.95,0.08,2.23,3.3833,57.99
2018-07-25,23.08,0.08,2.15,2.897,59.82
2018-07-26,22.87,0.09,1.99,3.0144,58.31
2018-07-27,24.14,0.33,1.65,5.8318,56.98
2018-07-28,24.55,0.01,1.56,6.2364,53.96
2018-07-29,24.12,0.18,1.55,3.8532,60.07
2018-07-30,24.1,0.32,1.59,4.5811,62.79
2018-07-31,24.49,0.19,1.73,3.7474,61.2
2018-08-01,24.82,0.04,1.58,5.7833,58.49
2018-08-02,24.73,0.02,1.53,6.511,59.42
2018-08-03,24.75,0.02,1.86,5.599,59.49
2018-08-04,24.27,0.07,2.07,5.8656,55.1
2018-08-05,23.85,0.3,2.29,4.0363,59.75
2018-08-06,24.02,0.12,2.14,5.8872,56.09
2018-08-07,23.35,0.02,1.91,6.7834,52.15
2018-08-08,24.23,0.03,1.79,5.2392,54.36
2018-08-09,24.8,0.11,2.01,5.8512,56.33
2018-08-10,24.56,0.36,2.28,4.4064,56.61
2018-08-11,23.76,0.19,2.75,5.2834,53.34
2018-08-12,23.92,0.16,2.51,5.6623,57.21
2018-08-13,23.34,0.08,2.65,5.0702,53.93
2018-08-14,23.69,0.07,2.79,5.8459,50.97
2018-08-15,23.76,0.21,2.84,4.4069,53.98
2018-08-16,23.94,0.24,2.79,3.0859,51.97
2018-08-17,23.74,0.58,2.66,2.8694,59.92
2018-08-18,23.4,0.37,2.52,3.2333,60.05
2018-08-19,23.34,0.06,2.46,3.6156,57.76
2018-08-20,23.96,0.04,2.83,3.8186,53.79
2018-08-21,24.3,0.05,2.66,4.5094,55.19
2018-08-22,24.67,0.04,2.44,4.9241,52.03
2018-08-23,24.29,0.05,2.14,3.2004,55.95
2018-08-24,25.0,0.22,2.2,3.9454,53.28
2018-08-25,25.19,0.29,2.68,4.6476,52.16
2018-08-26,24.8,0.23,2.35,3.9317,59.21
2018-08-27,24.91,0.25,2.26,4.4035,55.41
2018-08-28,24.01,0.32,2.28,3.2945,60.22
2018-08-29,24.25,0.14,2.67,3.8052,56.08
2018-08-30,24.13,0.07,2.74,5.0986,51.26
2018-08-31,24.26,0.17,2.46,3.9418,52.5
2018-09-01,24.75,0.08,2.59,3.4596,53.93
2018-09-02,24.94,0.11,2.48,3.4152,55.18
2018-09-03,25.36,0.23,2.41,4.7575,49.51
2018-09-04,25.56,1.4,2.46,4.0858,56.0
2018-09-05,25.53,0.87,2.52,5.2044,54.74
2018-09-06,25.15,1.59,2.69,5.1982,58.29
2018-09-07,25.23,0.2,2.59,6.1183,53.12
2018-09-08,25.33,0.15,2.14,6.2592,53.23
2018-09-09,26.24,0.05,2.28,7.1246,53.18
2018-09-10,25.68,0.24,2.07,6.4315,57.71
2018-09-11,25.68,0.09,2.54,6.6384,52.84
2018-09-12,25.56,0.03,2.48,7.2036,52.53
2018-09-13,26.4,0.1,2.47,6.4514,55.21
2018-09-14,27.04,0.03,2.56,6.5158,50.56
2018-09-15,25.93,0.02,2.37,7.229,45.41
2018-09-16,25.86,0.0,2.16,7.344,45.38
2018-09-17,25.8,0.01,2.23,7.0334,45.0
2018-09-18,25.48,0.08,2.28,6.7219,47.47
2018-09-19,25.42,0.07,2.14,6.4438,47.71
2018-09-20,26.23,0.05,2.34,7.4938,45.68
2018-09-21,26.59,0.33,2.6,6.3478,55.11
2018-09-22,26.17,0.33,2.6,4.297,51.67
2018-09-23,25.82,0.11,2.21,6.0833,50.98
2018-09-24,25.91,0.3,2.32,6.9252,54.43
2018-09-25,26.4,0.52,2.31,5.7115,57.07
2018-09-26,27.18,0.13,2.58,6.726,51.68
2018-09-27,25.66,0.56,2.5,5.514,60.54
2018-09-28,26.39,0.13,2.27,5.6486,61.05
2018-09-29,26.26,0.04,2.46,5.8488,53.8
2018-09-30,26.14,0.01,2.5,6.863,47.94
2018-10-01,25.28,0.0,2.12,6.9074,48.75
2018-10-02,25.26,0.02,2.06,5.6894,52.74
2018-10-03,25.94,0.18,1.98,6.3446,53.63
2018-10-04,26.02,0.25,1.85,5.7576,52.41
2018-10-05,26.88,0.17,2.01,6.6785,54.41
2018-10-06,26.78,0.45,2.11,6.3372,57.6
2018-10-07,26.84,0.48,1.73,6.2225,54.06
2018-10-08,25.91,0.36,1.75,5.0194,57.32
2018-10-09,26.1,0.12,1.96,5.4187,52.83
2018-10-10,25.64,0.09,2.02,5.9146,52.16
2018-10-11,26.17,0.16,1.98,6.5186,51.13
2018-10-12,27.09,0.03,1.83,6.7886,48.31
2018-10-13,27.53,0.26,1.77,6.2666,51.87
2018-10-14,27.47,0.14,1.76,6.7279,48.14
2018-10-15,27.33,0.68,1.65,6.3017,50.54
2018-10-16,27.2,0.63,1.46,6.0482,54.33
2018-10-17,27.07,2.84,1.37,5.7252,55.79
2018-10-18,26.75,1.34,1.48,5.0806,59.39
2018-10-19,26.62,1.71,1.39,5.2987,57.66
2018-10-20,26.61,0.18,1.23,6.3514,54.88
2018-10-21,26.96,0.13,1.44,6.4879,50.39
2018-10-22,26.35,1.36,1.71,6.1987,52.67
2018-10-23,24.76,1.38,1.84,4.0224,58.3
2018-10-24,25.83,0.45,1.79,4.1825,53.54
2018-10-25,25.86,1.71,1.84,3.66,62.68
2018-10-26,25.36,5.78,1.67,4.7434,67.73
2018-10-27,24.94,4.31,1.63,3.2921,69.14
2018-10-28,25.5,1.05,1.21,3.9461,63.35
2018-10-29,26.14,0.62,1.17,4.3462,62.17
2018-10-30,26.35,0.13,1.07,5.8999,58.21
2018-10-31,25.95,1.04,1.05,6.1198,62.54
2018-11-01,24.78,6.08,1.04,5.1881,74.28
2018-11-02,24.68,23.56,1.0,5.5171,76.06
2018-11-03,24.84,7.36,1.05,4.1635,71.88
2018-11-04,25.21,0.44,1.02,5.466,62.97
2018-11-05,25.56,0.11,1.02,6.7346,56.58
2018-11-06,25.47,0.08,0.96,6.8623,60.26
2018-11-07,26.45,0.07,0.94,6.6828,57.98
2018-11-08,26.66,0.12,0.93,6.6415,59.51
2018-11-09,27.17,0.36,0.98,5.5846,57.73
2018-11-10,26.48,0.29,1.12,5.5315,58.05
2018-11-11,26.61,1.65,0.92,4.6294,59.57
2018-11-12,26.43,0.55,0.9,5.7026,60.05
2018-11-13,25.98,6.59,0.98,4.8614,63.63
2018-11-14,24.35,7.66,0.95,5.4346,72.6
2018-11-15,25.7,0.8,0.89,6.2875,62.07
2018-11-16,26.21,0.02,0.83,7.3296,51.89
2018-11-17,25.98,1.29,0.87,5.3952,66.33
2018-11-18,26.34,1.06,0.74,5.4617,66.5
2018-11-19,25.72,2.13,0.73,5.0729,69.91
2018-11-20,25.26,4.89,0.88,5.4533,74.74
2018-11-21,24.98,3.33,0.74,5.5598,73.06
2018-11-22,25.9,0.6,0.65,5.8877,64.27
2018-11-23,26.26,0.21,0.66,6.1994,60.53
2018-11-24,26.34,1.25,0.71,6.1891,62.12
2018-11-25,24.66,7.68,0.76,5.7367,73.45
2018-11-26,25.68,0.75,0.63,5.3899,66.46
2018-11-27,26.5,0.74,0.65,5.9225,62.41
2018-11-28,25.44,5.71,0.71,5.7178,70.16
2018-11-29,24.65,3.06,0.72,4.0248,73.84
2018-11-30,25.75,0.34,0.69,6.0722,61.46
2018-12-01,25.23,3.87,0.71,5.203,71.92
2018-12-02,24.42,2.47,0.65,4.0543,75.19
2018-12-03,25.5,4.93,0.49,4.6608,70.68
2018-12-04,25.93,3.47,0.6,4.9296,71.63
2018-12-05,26.24,0.53,0.55,5.4749,64.17
2018-12-06,25.98,1.14,0.59,5.3299,66.28
2018-12-07,26.92,0.3,0.63,5.9467,59.75
2018-12-08,25.41,17.23,0.55,5.0808,73.72
2018-12-09,25.66,1.47,0.57,5.3477,69.16
2018-12-10,23.93,2.6,0.41,4.5197,78.96
2018-12-11,23.43,3.16,0.47,4.6478,81.21
2018-12-12,25.66,0.15,0.55,5.8649,63.39
2018-12-13,25.05,6.41,0.55,4.8288,71.66
2018-12-14,23.82,54.97,0.5,5.3527,84.53
2018-12-15,24.4,1.56,0.56,4.9358,76.55
2018-12-16,24.71,0.03,0.53,6.4646,71.41
2018-12-17,25.43,0.15,0.52,6.3886,65.26
2018-12-18,25.73,0.14,0.56,6.0751,61.4
2018-12-19,25.51,0.19,0.55,4.975,64.05
2018-12-20,25.47,0.04,0.62,5.6671,60.17
2018-12-21,26.04,0.37,0.62,5.8618,60.13
2018-12-22,25.83,0.33,0.52,5.5344,65.92
2018-12-23,25.75,0.09,0.64,5.6441,63.67
2018-12-24,25.5,0.04,0.57,5.8577,60.94
2018-12-25,25.79,0.21,0.63,5.647,61.33
2018-12-26,25.39,0.03,0.69,5.6633,57.63
2018-12-27,25.63,0.43,0.65,5.7715,63.25
2018-12-28,25.85,0.3,0.58,6.5023,61.39
2018-12-29,26.41,0.19,0.66,6.222,58.31
2018-12-30,26.4,0.4,0.67,6.0624,59.01
2018-12-31,25.76,1.93,0.64,5.8898,64.1
2019-01-01,25.92,0.66,0.56,6.5105,61.9
2019-01-02,26.18,0.14,0.59,7.0224,58.29
2019-01-03,25.78,1.6,0.65,6.2006,62.35
2019-01-04,24.76,12.2,0.78,4.248,76.95
2019-01-05,24.19,16.58,0.54,4.4138,75.79
2019-01-06,25.43,0.11,0.61,6.325,63.24
2019-01-07,25.39,0.0,0.65,6.7286,53.53
2019-01-08,25.89,0.06,0.56,5.719,56.74
2019-01-09,25.46,0.05,0.67,6.7778,58.51
2019-01-10,24.79,0.08,0.54,5.484,62.87
2019-01-11,25.84,0.26,0.7,5.9674,60.06
2019-01-12,24.6,0.0,0.66,6.9881,54.08
2019-01-13,24.61,0.96,0.62,6.3473,60.35
2019-01-14,25.73,0.23,0.63,5.7631,59.04
2019-01-15,24.71,2.38,0.6,4.7983,67.38
2019-01-16,25.9,0.53,0.63,5.6047,61.04
2019-01-17,26.06,0.0,0.65,6.9144,55.43
2019-01-18,25.93,0.08,0.66,6.9041,54.22
2019-01-19,25.84,0.05,0.73,6.9852,51.72
2019-01-20,26.48,0.02,0.69,7.2634,46.83
2019-01-21,25.38,0.0,0.64,6.8158,53.78
2019-01-22,25.84,0.01,0.62,6.4586,56.45
2019-01-23,25.32,0.01,0.61,5.8834,60.36
2019-01-24,25.83,0.0,0.7,6.983,55.3
2019-01-25,26.84,0.01,0.72,7.2312,53.65
2019-01-26,26.94,0.01,0.74,6.505,54.81
2019-01-27,26.77,0.0,0.7,6.7486,54.86
2019-01-28,26.03,0.01,0.71,5.9054,56.87
2019-01-29,26.06,0.0,0.66,6.6701,57.76
2019-01-30,26.84,0.01,0.71,6.9672,54.61
2019-01-31,27.14,0.02,0.74,7.267,52.42
2019-02-01,26.96,0.03,0.76,6.9744,52.98
2019-02-02,27.14,0.01,0.79,7.6445,47.37
2019-02-03,27.43,0.0,0.82,7.6061,42.44
2019-02-04,27.01,0.0,0.78,7.2854,48.51
2019-02-05,25.99,0.02,0.87,6.5698,54.32
2019-02-06,25.66,0.03,0.77,6.9898,54.2
2019-02-07,27.37,0.06,0.88,6.0053,55.21
